step,type,amount,sender_account_no,sender_balance_before,sender_balance_after,receiver_account_no,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,device_id,ip_address,geolocation_lat,geolocation_long,auth_method,row_source
210,PAYMENT,12839.15,C7062597451,0.0,0.0,C4675600689,0.0,0.0,0,0,34a450e3-32d9-ec3e-6630-8af870449b51,78.160.160.25,10.774142,106.591012,FACE_ID,paysim
210,CASH_OUT,342022.95,C6641261196,0.0,0.0,C2252228468,380942.17,918182.62,0,0,27035b27-958c-2936-b186-78ce4e40bfba,145.146.94.207,21.026693,105.816582,FACE_ID,paysim
210,TRANSFER,28000.0,C2972777054,28500.0,500.0,C7614528759,0.0,28000.0,1,0,173e13d9-fc32-edb4-35d8-053130e423e1,125.244.85.92,18.340302,105.59702,SMS_OTP,paysim
210,PAYMENT,20948.08,C6170989403,3374.0,0.0,C3501539730,0.0,0.0,0,0,62359144-1e7f-92ad-ea39-73ffe14fea78,143.169.221.200,10.085384,105.738098,FACE_ID,paysim
211,TRANSFER,47000.0,C2972777054,47500.0,500.0,C8958987526,0.0,47000.0,1,0,a682c0fb-159e-9c9f-b382-c1aeffecc4eb,125.244.85.92,10.017966,105.763683,SMS_OTP,paysim
211,CASH_IN,347119.58,C4664886720,3807862.9,4154982.47,C9336800891,360118.92,12999.35,0,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,125.244.85.92,16.005691,108.229408,FACE_ID,paysim
211,CASH_IN,115730.45,C9837293335,4307927.85,4423658.3,C9506784513,135055.5,19325.05,0,0,bd66c203-ddc8-ca37-35b7-215ecd68cb39,12.33.215.94,12.253107,109.23479,SMART_OTP,paysim
212,TRANSFER,27000.0,C2972777054,27500.0,500.0,C5183605513,0.0,27000.0,1,0,bdf18708-26c0-df52-f71d-e9c584c2f2c4,48.141.68.61,15.990598,108.170489,SMS_OTP,paysim
212,TRANSFER,899464.86,C2949299454,0.0,0.0,C8399277687,2650479.46,3549944.31,0,0,18ebeed7-616d-41c8-575c-9669a00a06e6,90.15.170.63,10.856992,106.60979,FACE_ID,paysim
212,PAYMENT,159.9,C5669133870,25856.0,25696.1,C1049885876,0.0,0.0,0,0,685c0862-e9e0-2d8d-24f3-84efdf3d3d65,97.196.154.185,21.031025,105.762981,SMS_OTP,paysim
212,PAYMENT,11169.53,C7344858785,0.0,0.0,C3390862143,0.0,0.0,0,0,528a34f3-63ea-c0a1-9202-b09c60b36938,177.173.53.87,18.632489,105.678083,FACE_ID,paysim
212,CASH_IN,178694.33,C6730614050,7559432.06,7738126.39,C4189851004,338515.62,159821.29,0,0,7f383a3e-33a6-7403-6f9d-1d74f82c6ad8,74.68.13.77,11.977131,108.398087,SMART_OTP,paysim
212,CASH_OUT,31142.61,C4346152411,31728.0,585.39,C8457149236,210956.28,242098.89,0,0,178a8c73-f53b-a020-be2d-e8c89fe3f824,169.139.94.245,20.857633,106.713958,SMS_OTP,paysim
213,PAYMENT,15109.18,C9945220371,30279.0,15169.82,C4177149204,0.0,0.0,0,0,d2e08e57-a6cb-1dda-13a0-181bcbafd542,132.34.207.242,18.636111,105.700105,SMART_OTP,paysim
213,TRANSFER,499311.29,C1668111924,0.0,0.0,C8068223614,1003570.8,1502882.09,0,0,84274378-b40d-8aef-a0ba-614204c32fed,170.247.211.191,18.648973,105.65108,FACE_ID,paysim
213,TRANSFER,22000.0,C2006456468,22500.0,500.0,C3259274595,0.0,22000.0,1,0,ab196705-764f-6842-f955-3aadb5e0bcbf,16.134.52.94,11.924972,108.415427,SMART_OTP,paysim
213,PAYMENT,283.14,C328517963,345.71,62.57,C337340912,1403808.12,1404091.26,0,0,54dd528c-5fb6-98a5-e920-9b3a2951c8a7,121.183.167.96,16.104544,108.147719,SMART_OTP,synthetic_activity
214,CASH_OUT,334410.38,C5248228953,0.0,0.0,C5352489865,1425475.56,1759885.95,0,0,af704164-bf16-4454-2685-602c3d8925a9,83.3.147.124,20.842061,106.669268,SMART_OTP,paysim
214,TRANSFER,42000.0,C2006456468,42500.0,500.0,C2164807196,0.0,42000.0,1,0,ab196705-764f-6842-f955-3aadb5e0bcbf,55.117.160.68,10.063655,105.747739,SMS_OTP,paysim
214,TRANSFER,71959.93,C2144025797,12716.05,0.0,C1034924993,0.0,80000.0,1,0,27035b27-958c-2936-b186-78ce4e40bfba,224.125.198.141,12.270592,109.167544,SMART_OTP,synthetic_activity
214,TRANSFER,15327.21,C9811210899,235074.98,0.0,C9720182072,0.0,15000.0,1,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,125.244.85.92,10.777433,106.655523,SMS_OTP,synthetic_activity
215,TRANSFER,40000.0,C2006456468,40500.0,500.0,C9349742934,0.0,40000.0,1,0,e8266484-c4e4-fe52-da4f-706b9d4ac78b,240.145.187.161,18.640913,105.719403,FACE_ID,paysim
216,TRANSFER,23000.0,C2006456468,23500.0,500.0,C2226064412,0.0,23000.0,1,0,cf1643a0-8860-4b56-a34f-2452efe9e8c9,240.145.187.161,12.242069,109.229593,SMS_OTP,paysim
216,CASH_OUT,66.63,C1943797706,114.82,48.19,C2466234414,0.0,66.63,0,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,26.73.159.18,18.702243,105.740661,SMS_OTP,synthetic_activity
217,TRANSFER,25000.0,C2006456468,25500.0,500.0,C3223923124,0.0,25000.0,1,0,a2624fd2-a289-499e-2a67-16d4ae2e7dd2,240.145.187.161,18.637246,105.734063,SMS_OTP,paysim
217,TRANSFER,12338.51,C2131721351,5118.23,0.0,C882140221,0.0,12000.0,1,0,0de92f1b-7c02-24e5-95c8-9b2d7892d145,249.243.103.76,15.991885,108.189582,SMS_OTP,synthetic_activity
217,CASH_OUT,21015.26,C9349742934,35025.43,14010.17,C1624539295,303872.12,303872.12,0,0,ce58de20-8f77-63e0-5982-aa44557368cf,65.182.143.172,10.800393,106.680766,SMART_OTP,synthetic_activity
218,TRANSFER,32000.0,C2006456468,32500.0,500.0,C1102413633,0.0,32000.0,1,0,cf1643a0-8860-4b56-a34f-2452efe9e8c9,240.145.187.161,18.864215,105.895892,FACE_ID,paysim
219,TRANSFER,34000.0,C2006456468,34500.0,500.0,C2701369254,0.0,34000.0,1,0,6b44312a-a565-cd41-28d1-41dbc94bcc99,50.64.214.90,18.522353,105.955847,SMS_OTP,paysim
219,CASH_OUT,207.59,C4203060310,345.99,138.4,C8338583984,1056205.77,1056413.36,0,0,2ddc756b-28c2-cce9-723b-80d423ef5561,189.188.124.241,12.259669,109.22727,SMS_OTP,synthetic_activity
220,TRANSFER,21000.0,C2006456468,21500.0,500.0,C6589139315,0.0,21000.0,1,0,c58b6161-1a44-cb3b-8634-a7cd4fa83870,50.64.214.90,18.904568,105.709882,SMS_OTP,paysim
220,PAYMENT,51999.66,C8784183783,518562.77,466563.11,C2321902327,1031613.07,1083612.73,0,0,5aca08f9-ece4-2aa5-930e-6549d24f7225,213.244.135.217,18.66478,105.727934,SMS_OTP,synthetic_activity
220,CASH_OUT,13.46,C1943797706,48.19,34.73,C5529924944,41658.42,41653.07,0,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,168.166.202.84,18.710015,105.647956,SMS_OTP,synthetic_activity
220,TRANSFER,19650.3,C3495636065,618504.75,598854.45,C5406919083,0.0,20000.0,1,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,2.81.64.202,21.068405,105.859589,SMS_OTP,synthetic_activity
221,TRANSFER,46000.0,C2972777054,46500.0,500.0,C6597913239,0.0,46000.0,1,0,fa286316-5315-6a23-12f0-ed7dbff49c48,48.141.68.61,10.065037,105.71615,SMS_OTP,paysim
221,TRANSFER,50077.12,C430666307,27828.87,0.0,C3089971331,0.0,56000.0,1,0,3e247c2b-7c4c-ec7d-ce55-754eb68d6f38,2.81.64.202,21.192112,106.916383,SMART_OTP,synthetic_activity
221,TRANSFER,8202.77,C862584250,143199.55,0.0,C6000166141,0.0,8000.0,1,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,148.119.118.63,18.74224,105.88652,FACE_ID,synthetic_activity
222,TRANSFER,31000.0,C2972777054,31500.0,500.0,C8662299740,0.0,31000.0,1,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,125.244.85.92,10.03562,105.733249,SMART_OTP,paysim
222,CASH_OUT,11069.68,C4717825834,18449.46,7379.78,C9594571725,68732.32,68732.32,0,0,fbdc532e-6546-c66d-89b1-cad184c9b276,145.146.94.207,10.097824,105.783579,SMART_OTP,synthetic_activity
223,TRANSFER,24000.0,C2972777054,24500.0,500.0,C6566113345,0.0,24000.0,1,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,146.47.7.162,11.976227,108.485487,SMART_OTP,paysim
223,TRANSFER,3263.81,C7320366508,7591.78,4327.97,C104789705,198520.29,198520.29,0,0,15661feb-05c5-bf8d-321a-6c3f47263c24,218.115.174.172,21.001196,105.838045,SMS_OTP,synthetic_activity
223,TRANSFER,12059.36,C8958987526,6500.0,0.0,C5737197556,0.0,11000.0,1,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,26.73.159.18,10.062794,105.774885,SMART_OTP,synthetic_activity
224,TRANSFER,49000.0,C2972777054,49500.0,500.0,C6976229462,0.0,49000.0,1,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,125.244.85.92,10.258609,106.072133,SMS_OTP,paysim
225,TRANSFER,48000.0,C2972777054,48500.0,500.0,C8284077087,0.0,48000.0,1,0,a3b31be6-1726-9541-b8d1-1a8fea072198,160.128.164.48,18.661071,105.717708,FACE_ID,paysim
226,CASH_IN,36672.09,C5076191382,84170.0,120842.09,C4445827970,303260.71,266588.62,0,0,a5630d3a-497b-c13b-d2de-b47d4455d60e,104.62.30.39,20.806775,106.665263,SMART_OTP,paysim
226,CASH_OUT,29174.8,C3021549715,29174.8,0.0,C6461904098,4093.57,33268.36,1,0,27035b27-958c-2936-b186-78ce4e40bfba,145.146.94.207,10.773865,106.641756,SMART_OTP,paysim
226,CASH_OUT,179777.95,C3402482053,0.0,0.0,C6568550463,27665539.19,27845317.14,0,0,4f7f963e-d3c5-44a3-cc0b-200d3edec38e,88.137.91.102,20.799964,106.674229,FACE_ID,paysim
226,CASH_IN,264805.03,C9974954106,17149132.64,17413937.68,C5187594852,2002970.08,1738165.05,0,0,42264ba4-0775-d778-22ed-1e2545d07382,219.11.247.185,18.738933,105.674104,SMS_OTP,paysim
226,TRANSFER,34000.0,C2972777054,34500.0,500.0,C1872282021,0.0,34000.0,1,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,127.58.214.178,20.836843,106.725383,SMS_OTP,paysim
226,TRANSFER,35706.22,C928182170,212925.59,0.0,C950818772,0.0,38000.0,1,0,9cba7bc6-db87-2c8f-0551-7102f6ef66e4,75.172.18.65,20.991069,105.766327,SMS_OTP,synthetic_activity
227,CASH_OUT,133359.63,C4571614522,0.0,0.0,C2748901904,512354.33,645713.96,0,0,157c6813-e581-620f-dc0d-b2660e29ed9a,231.245.105.230,12.275411,109.167627,SMART_OTP,paysim
227,TRANSFER,775564.23,C8302418018,0.0,0.0,C9517030338,2387541.02,3163105.25,0,0,659ae9f2-171e-5028-e2be-80e1a84d5f25,171.213.149.244,18.628245,105.704184,SMART_OTP,paysim
227,TRANSFER,36000.0,C2006456468,36500.0,500.0,C6976229462,0.0,36000.0,1,0,c58b6161-1a44-cb3b-8634-a7cd4fa83870,138.149.33.25,18.679894,105.678089,SMS_OTP,paysim
227,TRANSFER,10020.31,C201974764,831390.88,0.0,C79785375,0.0,9000.0,1,0,7c6166df-515a-6b43-3189-1f48e66e2c11,113.189.49.36,20.974384,105.818257,SMS_OTP,synthetic_activity
228,TRANSFER,50000.0,C2006456468,50500.0,500.0,C1872282021,0.0,50000.0,1,0,e8266484-c4e4-fe52-da4f-706b9d4ac78b,115.144.167.15,18.703757,105.628653,SMS_OTP,paysim
228,CASH_OUT,110857.01,C3660389767,0.0,0.0,C6567526157,355118.66,465975.67,0,0,c5efd670-1f4d-88ce-998d-e3d83cf29ade,85.214.150.189,20.869633,106.686897,SMART_OTP,paysim
228,CASH_OUT,306180.23,C7555909013,9575.0,0.0,C7957781604,454128.73,760308.95,0,0,708175fd-4648-bbe8-f84c-e7a936cfd2d5,126.137.96.180,10.800179,106.653665,SMART_OTP,paysim
228,PAYMENT,322.14,C5035375053,96671.0,96348.86,C7474308535,0.0,0.0,0,0,e1228e75-4719-8f5c-f69b-d5963f10938c,139.251.175.151,10.022735,105.686813,SMART_OTP,paysim
228,PAYMENT,1560.0,C8958987526,2600.0,1040.0,M2137791383,577919.62,579479.62,0,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,251.19.158.17,10.048573,105.773646,SMART_OTP,synthetic_activity
229,TRANSFER,26000.0,C2006456468,26500.0,500.0,C6933399887,0.0,26000.0,1,0,fd55c844-c242-17c5-c613-71c199fd92a4,47.8.167.238,10.774299,106.618427,SMART_OTP,paysim
229,CASH_IN,140279.1,C5397130937,183705.42,323984.52,C5713561551,4945983.49,4805704.39,0,0,5f7ddbb1-480a-fe9f-84a6-d693230f1e69,42.27.56.40,20.800621,106.669195,SMS_OTP,paysim
230,CASH_IN,292884.02,C7338711928,856.0,293740.02,C7350915991,540432.14,247548.12,0,0,9b16acb8-e7bd-1db7-f780-8afca538c6a7,216.190.170.205,20.978888,105.775261,SMS_OTP,paysim
230,TRANSFER,46000.0,C2006456468,46500.0,500.0,C1680952878,0.0,46000.0,1,0,c58b6161-1a44-cb3b-8634-a7cd4fa83870,55.117.160.68,9.987448,105.758739,FACE_ID,paysim
230,PAYMENT,11546.2,C4796999783,23587.0,12040.8,C4053120970,0.0,0.0,0,0,00714e0f-2b23-ace0-1872-0dc75f868f8b,233.246.101.238,9.986509,105.725223,SMS_OTP,paysim
230,PAYMENT,11309.31,C4467849499,0.0,0.0,C6984961556,0.0,0.0,0,0,e4dc4306-8b20-ce3e-42b7-c0488d3543be,139.121.168.199,11.900687,108.474378,SMS_OTP,paysim
230,CASH_OUT,115208.11,C1970385023,10040.0,0.0,C6496199177,319910.28,435118.39,0,0,d2bd16ec-1481-13b4-ddcf-5003462741ec,175.234.40.154,10.8079,106.591231,SMART_OTP,paysim
230,TRANSFER,237034.35,C9102789493,32042.0,0.0,C2752379743,2340188.03,2577222.39,0,0,b0167db8-e823-9943-7dec-46052deb57f9,191.93.149.124,11.883641,108.402653,SMART_OTP,paysim
231,TRANSFER,608308.66,C6434350200,369923.4,0.0,C9943695574,4820164.95,5428473.61,0,0,10fd7164-819f-2393-42ce-ef41b2cfba8b,141.189.84.117,21.080204,105.756933,FACE_ID,paysim
231,CASH_IN,6181.98,C9348590759,9783198.54,9789380.51,C4895612617,117927.68,111745.7,0,0,a151ed02-2f09-8f4d-a43f-683aa43101e4,103.52.161.79,12.202179,109.15463,SMART_OTP,paysim
231,PAYMENT,9252.69,C5035375053,307945.0,298692.31,C8699564971,0.0,0.0,0,0,e1228e75-4719-8f5c-f69b-d5963f10938c,139.251.175.151,10.079088,105.799281,SMART_OTP,paysim
231,PAYMENT,3057.76,C4288079659,480892.48,477834.72,C3929350544,0.0,0.0,0,0,3d4caf01-2431-91eb-5d9e-17173f086a9e,82.116.123.224,12.201601,109.184514,SMS_OTP,paysim
231,CASH_IN,108559.32,C3800907193,5100895.82,5209455.15,C9216653082,2056265.31,1947705.99,0,0,60980b94-e05b-1892-64bc-08cf2e904b5c,161.59.233.23,18.703916,105.721687,SMS_OTP,paysim
231,CASH_OUT,244243.58,C3329615187,20533.0,0.0,C1550724687,1010337.52,1254581.1,0,0,2b339734-da11-9684-b385-d9de430438b5,103.159.110.154,10.075831,105.763184,SMART_OTP,paysim
231,TRANSFER,273821.76,C9811210899,273821.76,0.0,C9949514646,0.0,0.0,1,0,f1ba308e-4aff-5eee-32b2-d952c37637d6,125.244.85.92,10.816868,106.50506,SMART_OTP,paysim
231,TRANSFER,20000.0,C2006456468,20500.0,500.0,C6566113345,0.0,20000.0,1,0,a2624fd2-a289-499e-2a67-16d4ae2e7dd2,47.8.167.238,18.367581,105.91288,SMS_OTP,paysim
231,PAYMENT,13453.3,C6060388565,3737.01,0.0,C8064294590,0.0,0.0,0,0,e67882ae-bf73-3026-9664-6ca5e4602d31,31.4.184.135,10.839912,106.658711,SMART_OTP,paysim
232,CASH_OUT,16063.34,C6401099941,0.0,0.0,C1496572004,1733501.72,1749565.07,0,0,5a0d4f8c-3030-6e86-6288-e5da4d8ddd2d,74.192.127.98,20.88285,106.7101,SMS_OTP,paysim
232,TRANSFER,50000.0,C2006456468,50500.0,500.0,C5529924944,0.0,50000.0,1,0,fd55c844-c242-17c5-c613-71c199fd92a4,95.175.179.12,16.094083,108.231489,SMS_OTP,paysim
232,CASH_OUT,543625.24,C6161136007,82488.0,0.0,C9948361467,247843.78,791469.02,0,0,6b17bd75-307a-1acb-ad5c-3c49ba098a27,75.250.68.61,18.624428,105.666779,FACE_ID,paysim
232,PAYMENT,2520.0,C6589139315,4200.0,1680.0,C3943583891,9673997.55,9673997.55,0,0,94a1eab0-b9c0-37aa-3289-f58b1923cafc,125.244.85.92,21.077829,105.78369,SMS_OTP,synthetic_activity
233,TRANSFER,22000.0,C5057201951,22500.0,500.0,C1680952878,0.0,22000.0,1,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,26.73.159.18,12.025235,108.28873,FACE_ID,paysim
233,PAYMENT,4326.73,C1005424580,0.0,0.0,C4158804748,0.0,0.0,0,0,0f0a6450-8e97-8ce1-1864-3b6a12b3c5eb,86.239.61.121,12.203585,109.241442,SMART_OTP,paysim
233,CASH_IN,151004.1,C8451343429,308111.0,459115.1,C2868225109,0.0,0.0,0,0,8129aa0c-40ef-a857-015f-566c0ba6aa86,211.106.97.72,16.088116,108.16874,FACE_ID,paysim
233,CASH_IN,418958.0,C6641261196,0.0,418958.0,C3390862143,0.0,0.0,0,0,27035b27-958c-2936-b186-78ce4e40bfba,145.146.94.207,21.060055,105.759467,SMART_OTP,synthetic_activity
233,CASH_OUT,1093.89,C4203060310,6500.0,5406.11,C4697062355,4840494.67,4840494.67,0,0,e6f7b3d4-28af-3b73-1d82-e2a81d480843,189.188.124.241,12.201003,109.175285,FACE_ID,synthetic_activity
234,CASH_OUT,140125.94,C7953681521,31945.0,0.0,C6281128903,2383997.62,2524123.56,0,0,bce05a63-197f-9b8d-079b-f5e62275b1e2,220.58.150.173,21.002165,105.812413,SMS_OTP,paysim
234,CASH_OUT,450489.27,C4108353332,450489.27,0.0,C9889887448,122047.64,572536.91,1,0,33be8942-e24f-908a-e2b6-a842d2a81922,82.182.136.111,15.721987,108.191174,SMS_OTP,paysim
234,CASH_OUT,481982.49,C7947240296,80331.0,0.0,C7551648316,2364429.09,2846411.57,0,0,c335e9e5-1567-55f4-2f39-f8c863582706,192.93.238.111,10.01401,105.759838,SMART_OTP,paysim
234,CASH_OUT,90528.08,C6819445019,53482.39,0.0,C7198184159,661499.94,752028.02,0,0,8e40b294-26b9-4955-f336-85dac3803b4a,47.10.121.67,16.099034,108.238015,SMS_OTP,paysim
234,TRANSFER,34000.0,C5057201951,34500.0,500.0,C6566113345,0.0,34000.0,1,0,03a3574a-919c-f735-0b33-b7a051634a91,26.73.159.18,11.922014,108.422078,SMART_OTP,paysim
234,PAYMENT,46259.79,C4766091138,42.0,0.0,C4714431761,0.0,0.0,0,0,fec58a89-1db3-c075-6fb9-de377796048f,32.90.24.53,9.992638,105.708076,SMS_OTP,paysim
234,CASH_OUT,79434.14,C4120403056,0.0,0.0,C8039432724,1499857.09,1579291.23,0,0,823ca34a-bffb-d93b-2b15-619ed5bf85f3,113.18.216.63,16.059199,108.180537,SMS_OTP,paysim
235,CASH_OUT,192990.15,C9308753501,0.0,0.0,C9728649947,5354761.16,5547751.32,0,0,e32a8787-1824-6315-ad49-e0727f843004,176.17.105.133,10.827113,106.64423,SMS_OTP,paysim
235,TRANSFER,2382684.71,C8833044303,0.0,0.0,C3008341762,11241094.71,13711825.59,0,0,7ad7c891-a8d7-91b6-b52c-4358d4a8b45a,231.27.176.60,20.968708,105.744411,SMS_OTP,paysim
235,TRANSFER,42000.0,C5057201951,42500.0,500.0,C8662299740,0.0,42000.0,1,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,22.3.121.35,18.731465,105.698375,SMS_OTP,paysim
235,PAYMENT,12527.03,C6896323158,0.0,0.0,C2871598031,0.0,0.0,0,0,bbfc5dc1-fff4-46b9-bb46-8c13f28a030b,55.221.13.206,10.066946,105.759513,SMS_OTP,paysim
235,CASH_IN,11020.29,C8784183783,466563.11,477583.4,C7664388398,820174.65,831194.94,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,2.81.64.202,18.683375,105.664216,SMS_OTP,synthetic_activity
236,TRANSFER,35000.0,C5057201951,35500.0,500.0,C6933399887,0.0,35000.0,1,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,22.3.121.35,9.795789,105.717952,SMART_OTP,paysim
236,CASH_IN,222432.07,C3148381333,1295752.6,1518184.67,C3838209623,1221692.76,999260.69,0,0,121af952-be69-ad39-0e37-8b07cc535c3e,103.66.46.62,11.980816,108.440353,FACE_ID,paysim
236,CASH_IN,76669.94,C9945220371,693.0,77362.94,C9937055615,3100772.71,3024102.77,0,0,c4ea4ece-67b6-e467-9432-d79794f6c67a,152.55.233.10,18.665613,105.664627,SMART_OTP,paysim
236,PAYMENT,9064.0,C6892016994,0.0,0.0,C9693017282,0.0,0.0,0,0,29b67b14-354e-15ec-da33-562c054046cc,200.104.73.166,10.831206,106.683761,SMART_OTP,paysim
237,TRANSFER,25000.0,C5057201951,25500.0,500.0,C5635972540,0.0,25000.0,1,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,224.83.250.178,11.864981,108.437163,SMS_OTP,paysim
238,TRANSFER,28000.0,C5057201951,28500.0,500.0,C6976229462,0.0,28000.0,1,0,03a3574a-919c-f735-0b33-b7a051634a91,56.87.142.228,11.952251,108.234221,SMS_OTP,paysim
238,CASH_IN,97102.29,C862584250,124044.0,221146.29,C217045799,0.0,0.0,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,2.81.64.202,18.708517,105.688604,SMS_OTP,synthetic_activity
239,CASH_OUT,7541.31,C2551150582,40837.0,33295.69,C5337911487,392214.72,399756.03,0,0,bc633d6c-6eaf-0a90-cd14-eacb7da80631,82.120.63.223,11.968616,108.489514,SMS_OTP,paysim
239,TRANSFER,374807.49,C3380630173,0.0,0.0,C6713558693,473896.25,848703.74,0,0,6c4e5a8c-99af-ee64-9024-822544bb10e0,158.48.112.162,12.18929,109.13704,FACE_ID,paysim
239,TRANSFER,31000.0,C5057201951,31500.0,500.0,C4717825834,0.0,31000.0,1,0,ee7ae3bb-5034-0715-1706-c3cdda440dee,26.73.159.18,10.727058,106.916472,SMS_OTP,paysim
239,CASH_OUT,189255.57,C9238595740,22033.0,0.0,C1919465687,23033.02,212288.58,0,0,7ecd7062-ee40-3b9f-27b2-a5c1b6b0d0b9,162.166.135.22,16.021769,108.15818,SMART_OTP,paysim
239,CASH_IN,16372.65,C201974764,796210.69,812583.34,M141917983,130119.25,114760.75,0,0,7c6166df-515a-6b43-3189-1f48e66e2c11,116.85.158.169,21.042195,105.762994,SMART_OTP,synthetic_activity
240,TRANSFER,39000.0,C5057201951,39500.0,500.0,C4203060310,0.0,39000.0,1,0,ee7ae3bb-5034-0715-1706-c3cdda440dee,26.73.159.18,12.226429,108.175948,SMS_OTP,paysim
240,TRANSFER,175181.09,C8784183783,477583.4,302402.31,C3449171020,0.0,0.0,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,194.206.30.107,18.701575,105.719154,FACE_ID,synthetic_activity
241,CASH_OUT,657417.64,C3495636065,657417.64,0.0,C2193096808,0.0,657417.64,1,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,142.153.42.139,21.074379,105.752267,SMS_OTP,paysim
241,TRANSFER,24000.0,C5057201951,24500.0,500.0,C8704772671,0.0,24000.0,1,0,1c68a614-2644-b6f9-eab1-0bcf64c40063,56.87.142.228,11.794645,108.662947,SMART_OTP,paysim
242,TRANSFER,49000.0,C5057201951,49500.0,500.0,C1872282021,0.0,49000.0,1,0,1c68a614-2644-b6f9-eab1-0bcf64c40063,229.152.107.254,11.724416,108.304172,SMS_OTP,paysim
242,PAYMENT,331.47,C6509135706,552.46,220.98,M1107039694,12927.65,12927.65,0,0,b3521505-e864-6e0c-80d4-58b92f615360,134.28.116.117,20.974241,105.772656,SMS_OTP,synthetic_activity
243,TRANSFER,11000.0,C5529924944,11500.0,500.0,C2164807196,0.0,11000.0,1,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,192.195.169.118,12.182765,109.240645,FACE_ID,paysim
244,TRANSFER,13000.0,C9300997070,13500.0,500.0,C9349742934,0.0,13000.0,1,0,6173a99e-4d7e-6eeb-04eb-169492dae5a7,121.98.100.10,21.013017,105.788015,SMS_OTP,paysim
244,PAYMENT,3417.81,C928182170,212363.06,208945.25,C4714431761,2188207.8,2188207.8,0,0,12b99a50-8cb6-d1f0-a509-6396761579e7,75.172.18.65,21.009549,105.775391,SMS_OTP,synthetic_activity
244,CASH_IN,25090.63,C5597549393,22059.28,47149.91,C2032807719,198520.29,208287.59,0,0,9d99d4c5-cc96-bf43-9850-70727f44cbca,17.206.52.110,12.275657,109.245601,FACE_ID,synthetic_activity
245,TRANSFER,6000.0,C8958987526,6500.0,500.0,C6597913239,0.0,6000.0,1,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,196.28.63.20,21.039214,106.942583,SMS_OTP,paysim
245,CASH_IN,132173.74,C1970385023,0.0,132173.74,C1794440653,319680.17,451853.91,0,0,e8ae6b4b-dec2-c775-5754-9c43ce96a698,121.189.106.238,10.832931,106.685877,FACE_ID,synthetic_activity
245,TRANSFER,6913.9,C1943797706,34.73,0.0,C1825781937,0.0,7000.0,1,0,3c0a584e-a7cd-13cb-abda-06b220d2b528,26.73.159.18,10.602902,106.782778,SMS_OTP,synthetic_activity
246,TRANSFER,10000.0,C6933399887,10500.0,500.0,C9300997070,0.0,10000.0,1,0,b8663c7c-a92d-cf4f-76f3-ba5018302082,13.184.21.100,18.662231,105.46911,FACE_ID,paysim
247,TRANSFER,7000.0,C1102413633,7500.0,500.0,C9349742934,0.0,7000.0,1,0,6498da39-d7c8-f02c-2ea5-312ac942e6e8,22.107.225.181,9.750691,106.077933,SMS_OTP,paysim
248,TRANSFER,5000.0,C8704772671,5500.0,500.0,C7614528759,0.0,5000.0,1,0,af92ef22-1d24-67e2-0191-d19dc45c3fbb,88.102.186.146,16.2264,108.015401,SMS_OTP,paysim
248,TRANSFER,34964.26,C5397130937,323984.52,0.0,C7775497278,0.0,36000.0,1,0,5f7ddbb1-480a-fe9f-84a6-d693230f1e69,42.27.56.40,20.735331,106.506539,SMS_OTP,synthetic_activity
248,PAYMENT,14023.5,C862584250,221146.29,207122.79,C119077715,1055375.84,1069399.34,0,0,2b2bf58c-6da5-8dad-f56a-abc050fb35b0,2.81.64.202,18.626394,105.680271,FACE_ID,synthetic_activity
249,TRANSFER,5000.0,C8711814319,5500.0,500.0,C2701369254,0.0,5000.0,1,0,1477b569-6e1a-b11a-d155-0475c172494f,208.48.55.48,10.534762,106.691697,FACE_ID,paysim
249,TRANSFER,404585.4,C5212726170,82462.0,0.0,C3457567801,67498.42,472083.82,0,0,1ddea07d-651a-6277-017f-319f04961795,44.168.123.118,11.948304,108.485258,SMART_OTP,paysim
249,CASH_OUT,172209.21,C3171838070,0.0,0.0,C1624539295,5886601.82,6058811.03,0,0,d029733c-9e55-f98d-4d84-4cb67c99d86e,206.78.23.33,21.059609,105.781617,FACE_ID,paysim
